Number,risks_AI_avg,support_company,gender_bin,objective_threat,trait_risk,educ_short,percent_job_gain,age_group,education,country,manipulation_check2,weight
2669,5,3,Women,NA,certain,0,30%,30 to 44,HS or less,Canada,Fail,0.774
2670,5,3,Women,0.9,certain,0,50%,30 to 44,Some college,Canada,Pass,0.5456
2671,2,5,Men,0.366666667,risky,1,100%,45 to 64,Postgrad,Canada,Pass,0.5747
2672,1,3,Men,0.666666667,certain,1,30%,18 to 29,University,US,Pass,1.1189
2673,2,4,Men,0.433333333,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.9616
2674,7,3,Women,0.566666667,certain,0,50%,18 to 29,Some college,Canada,Fail,0.3662
2675,3.5,3,Men,0.333333333,risky,1,50%,45 to 64,Postgrad,Canada,Fail,1.4966
2676,4,5,Men,NA,risky,0,100%,45 to 64,Some college,US,Pass,0.6245
2677,0,1,Women,0.6,certain,1,50%,45 to 64,University,Canada,Pass,1.2734
2678,5,NA,Women,NA,certain,1,70%,18 to 29,Postgrad,US,Pass,0.7721
2679,5,NA,Women,0.866666667,certain,0,50%,18 to 29,HS or less,US,Pass,1.1559
2680,5,NA,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Pass,0.8276
2681,2,NA,Men,NA,certain,0,50%,45 to 64,Some college,Canada,Fail,0.4654
2682,2,4,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Fail,1.1511
2683,5,NA,Women,0.333333333,certain,0,50%,45 to 64,HS or less,Canada,Fail,0.6793
2684,6.5,2,Men,NA,certain,1,30%,65 or older,Postgrad,US,Pass,1.3222
2685,2.5,2,Men,0.566666667,certain,0,50%,30 to 44,HS or less,Canada,Fail,0.8344
2686,3,NA,Women,NA,certain,0,100%,65 or older,Some college,Canada,Fail,0.6164
2687,6,NA,Women,0.566666667,certain,0,30%,65 or older,HS or less,Canada,Pass,1.7283
2688,0,4,Men,0.566666667,certain,1,70%,45 to 64,Postgrad,US,Pass,1.5477
2689,3,3,Women,0.633333333,risky,0,50%,18 to 29,HS or less,Canada,Fail,2.0995
2690,9,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,1.0266
2691,3,2,Women,0.466666667,certain,0,50%,45 to 64,Some college,Canada,Pass,0.6783
2692,10,1,Men,NA,certain,0,50%,30 to 44,HS or less,US,Fail,1.9552
2693,6,3,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,0.8276
2694,6.5,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Fail,0.9708
2695,10,2,Women,NA,certain,0,70%,45 to 64,Some college,US,Pass,0.725
2696,5,NA,Men,0.9,certain,0,100%,45 to 64,HS or less,Canada,Fail,1.6189
2697,4,5,Women,0.8,certain,1,70%,30 to 44,University,US,Fail,0.4654
2698,5,4,Men,0.266666667,certain,1,100%,30 to 44,Postgrad,US,Pass,1.5898
2699,5,4,Men,0.266666667,certain,0,70%,45 to 64,HS or less,US,Pass,0.7829
2700,5,NA,Men,NA,risky,0,50%,65 or older,HS or less,Canada,Pass,1.0611
2701,0,4,Men,0.533333333,certain,0,70%,30 to 44,Some college,Canada,Fail,1.3927
2702,2,4,Women,NA,risky,0,50%,45 to 64,HS or less,US,Pass,0.7809
2703,5,3,Men,NA,certain,1,70%,65 or older,Postgrad,US,Pass,0.5026
2704,7,2,Men,0.7,certain,0,30%,45 to 64,HS or less,US,Pass,0.7055
2705,5,1,Men,NA,certain,0,70%,18 to 29,HS or less,US,Fail,0.8258
2706,5,3,Women,NA,certain,1,50%,45 to 64,University,Canada,Pass,1.2491
2707,5,3,Men,NA,certain,1,30%,18 to 29,University,Canada,Pass,2.1537
2708,1,3,Men,NA,risky,0,100%,45 to 64,Some college,US,Pass,0.5029
2709,4,NA,Women,0.633333333,certain,0,30%,45 to 64,Some college,US,Fail,1.16
2710,5.5,4,Men,0.566666667,certain,0,30%,45 to 64,HS or less,US,Fail,0.7968
2711,2.5,3,Men,0.233333333,certain,0,70%,45 to 64,HS or less,Canada,Pass,0.7829
2712,6,1,Men,0.4,certain,1,100%,45 to 64,University,Canada,Pass,0.7657
2713,2.5,3,Men,0.7,risky,0,30%,18 to 29,HS or less,US,Pass,1.1905
2714,4.5,4,Women,NA,certain,1,70%,45 to 64,University,Canada,Pass,1.0943
2715,5,NA,Men,0.866666667,certain,0,100%,45 to 64,Some college,Canada,Pass,1.6561
2716,5,4,Men,NA,certain,0,30%,18 to 29,HS or less,US,Fail,0.9146
2717,8,4,Women,NA,certain,1,30%,45 to 64,University,Canada,Pass,0.932
2718,3,5,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Fail,1.1511
2719,3,4,Men,0.3,risky,1,50%,45 to 64,University,Canada,Pass,1.3999
2720,10,4,Women,0.766666667,certain,0,30%,30 to 44,HS or less,Canada,Pass,0.774
2721,2,5,Men,0.166666667,risky,0,70%,18 to 29,Some college,US,Pass,1.2031
2722,1.5,4,Men,0.266666667,risky,0,50%,30 to 44,Some college,US,Fail,0.9592
2723,3,4,Men,0.733333333,certain,0,30%,45 to 64,Some college,Canada,Fail,0.4654
2724,2.5,3,Women,NA,risky,0,100%,18 to 29,Some college,US,Pass,0.198
2725,4,3,Women,NA,certain,0,70%,45 to 64,HS or less,Canada,Fail,1.1297
2726,6.5,3,Men,NA,certain,1,70%,45 to 64,University,Canada,Pass,1.5696
2727,3,4,Women,0.533333333,certain,1,70%,30 to 44,Postgrad,US,Pass,1.1807
2728,4,4,Women,0.7,certain,0,70%,45 to 64,Some college,US,Fail,0.3785
2729,9,4,Women,0.233333333,certain,1,100%,30 to 44,University,US,Fail,0.7362
2730,4.5,4,Men,0.433333333,certain,0,70%,18 to 29,Some college,US,Pass,0.7994
2731,7,2,Men,NA,risky,0,50%,45 to 64,Some college,Canada,Pass,0.4654
2732,6.5,4,Men,0.4,certain,0,100%,45 to 64,Some college,Canada,Fail,0.5774
2733,3,3,Men,0.633333333,certain,1,50%,45 to 64,University,US,Fail,0.963
2734,3,5,Men,0.4,certain,0,70%,30 to 44,HS or less,US,Fail,1.6821
2735,0,2,Women,0.533333333,risky,0,100%,45 to 64,Some college,US,Fail,0.6089
2736,10,1,Men,1,certain,0,70%,45 to 64,Some college,US,Fail,1.4357
2737,4,4,Women,0.4,certain,1,70%,30 to 44,University,US,Pass,0.6565
2738,2,4,Men,0.6,certain,1,30%,45 to 64,Postgrad,US,Pass,0.8749
2739,1,2,Men,NA,certain,1,50%,45 to 64,Postgrad,US,Pass,0.7059
2740,2,2,Men,NA,risky,0,50%,45 to 64,HS or less,US,Fail,0.5258
2741,4,3,Men,0.7,certain,0,100%,45 to 64,HS or less,Canada,Fail,1.0782
2742,0,4,Women,0.2,certain,1,100%,18 to 29,University,US,Pass,0.8718
2743,5,NA,Women,NA,risky,1,50%,45 to 64,University,US,Pass,2.6038
2744,8,4,Women,NA,certain,0,30%,45 to 64,Some college,US,Pass,0.9857
2745,2,4,Women,0.6,certain,0,30%,65 or older,Some college,US,Pass,0.5685
2746,4,3,NA,0.533333333,certain,0,100%,45 to 64,Some college,Canada,Fail,1.5931
2747,0,4,Women,NA,certain,0,70%,18 to 29,HS or less,US,Fail,1.9169
2748,3.5,4,Women,NA,certain,0,50%,45 to 64,Some college,US,Pass,2.6894
2749,4,4,Men,0.766666667,certain,1,70%,45 to 64,University,US,Pass,0.6087
2750,4,3,Men,0.733333333,certain,0,70%,45 to 64,Some college,Canada,Pass,0.8286
2751,6.5,3,Men,0.166666667,certain,1,50%,30 to 44,University,US,Pass,1.9282
2752,7,4,Men,NA,certain,0,50%,45 to 64,Some college,US,Fail,0.6363
2753,3.5,4,Women,NA,certain,0,70%,45 to 64,Some college,Canada,Fail,0.3848
2754,3.5,4,Men,0.466666667,risky,1,30%,45 to 64,University,US,Pass,0.826
2755,5,2,Men,NA,certain,0,70%,45 to 64,HS or less,Canada,Pass,1.0782
2756,4,5,Men,0.3,certain,0,100%,30 to 44,Some college,Canada,Pass,0.4468
2757,0,4,Men,0.233333333,risky,1,70%,18 to 29,University,US,Fail,0.8821
2758,4,4,Men,0.566666667,certain,1,70%,45 to 64,Postgrad,US,Pass,0.8416
2759,5,4,Women,0.5,certain,1,30%,30 to 44,University,US,Fail,0.93
2760,5,3,Men,0.666666667,certain,1,100%,45 to 64,University,Canada,Pass,0.6636
2761,4.5,NA,Women,NA,certain,0,100%,30 to 44,HS or less,US,Fail,1.2164
2762,2,4,Women,0.533333333,certain,1,100%,18 to 29,Postgrad,Canada,Pass,0.7773
2763,6,2,Women,0.6,certain,0,30%,30 to 44,Some college,Canada,Pass,0.3533
2764,6,4,Men,0.633333333,certain,0,70%,45 to 64,HS or less,US,Pass,0.4201
2765,0,5,Women,1,certain,0,100%,45 to 64,HS or less,Canada,Fail,1.4394
2766,2,2,Men,0.833333333,certain,1,70%,45 to 64,University,Canada,Pass,0.7657
2767,7.5,3,Women,NA,certain,0,50%,18 to 29,HS or less,Canada,Pass,0.5251
2768,3.5,4,Women,NA,certain,1,50%,30 to 44,Postgrad,Canada,Pass,0.7015
2769,5,NA,Men,NA,certain,0,100%,30 to 44,Some college,Canada,Pass,1.7825
2770,3,4,Women,0.433333333,certain,1,30%,30 to 44,University,US,Pass,0.7371
2771,3,4,Women,NA,certain,0,50%,45 to 64,Some college,Canada,Fail,0.3848
2772,5,3,Women,0.466666667,certain,0,100%,45 to 64,HS or less,Canada,Pass,0.6346
2773,6.5,NA,Women,0.433333333,certain,0,30%,30 to 44,Some college,Canada,Pass,0.3923
2774,9.5,2,Women,NA,certain,0,70%,18 to 29,HS or less,Canada,Pass,0.9257
2775,1.5,4,Women,NA,certain,0,70%,65 or older,HS or less,US,Pass,1.4132
2776,6,3,Women,0,certain,1,50%,30 to 44,Postgrad,US,Fail,4.5187
2777,5,3,Men,0.8,certain,0,100%,30 to 44,HS or less,Canada,Fail,1.4854
2778,6,2,Women,0.6,certain,1,30%,30 to 44,University,Canada,Pass,0.9595
2779,5.5,NA,Women,0.5,risky,0,30%,30 to 44,HS or less,Canada,Fail,0.9087
2780,5,4,Women,0.533333333,certain,1,100%,30 to 44,University,US,Pass,1.0443
2781,4,3,Men,NA,certain,0,30%,30 to 44,Some college,US,Fail,2.2349
2782,6,NA,Men,0.8,risky,0,100%,45 to 64,Some college,US,Pass,0.6364
2783,4,4,Women,NA,certain,0,50%,65 or older,Some college,Canada,NA,1.0376
2784,3,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Fail,0.9804
2785,1,3,Men,NA,certain,0,70%,45 to 64,HS or less,Canada,Pass,1.3801
2786,3,2,Men,0.5,certain,0,100%,65 or older,Some college,Canada,Fail,0.5521
2787,10,1,Women,NA,certain,0,100%,65 or older,Some college,US,Fail,1.0862
2788,4,4,Men,NA,certain,0,70%,18 to 29,HS or less,US,Pass,1.5683
2789,5,4,Women,0.1,certain,1,100%,30 to 44,Postgrad,US,Pass,1.0682
2790,5,2,Men,NA,certain,0,50%,18 to 29,HS or less,Canada,Pass,2.2439
2791,8,3,Men,0.4,risky,1,100%,30 to 44,Postgrad,Canada,Pass,1.0093
2792,6,4,Women,NA,certain,1,100%,18 to 29,University,US,Pass,0.6892
2793,2.5,4,Men,0.5,risky,1,100%,30 to 44,University,US,Pass,0.6161
2794,5,5,Women,0.9,certain,0,100%,18 to 29,HS or less,Canada,Fail,0.9257
2795,3.5,4,NA,0.566666667,certain,0,100%,18 to 29,HS or less,US,Fail,1.378
2796,10,3,Men,0.566666667,certain,1,100%,45 to 64,University,US,Pass,0.9006
2797,6.5,1,Women,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,0.8858
2798,2.5,1,Men,NA,certain,0,30%,45 to 64,HS or less,US,Fail,0.849
2799,10,2,Women,0.7,certain,0,70%,30 to 44,Some college,Canada,Pass,0.7422
2800,7,4,Men,NA,certain,0,70%,65 or older,Some college,Canada,Pass,0.768
2801,6,NA,Men,NA,certain,0,100%,65 or older,Some college,Canada,Fail,1.167
2802,3.5,4,Women,NA,certain,0,100%,65 or older,Some college,Canada,Pass,0.6164
2803,5,3,Women,NA,certain,0,100%,45 to 64,HS or less,US,Pass,0.9619
2804,1.5,4,Women,0.5,certain,0,100%,45 to 64,Some college,US,Pass,0.514
2805,5,5,Women,NA,risky,0,100%,30 to 44,Some college,Canada,Pass,0.8918
2806,4,4,Men,NA,certain,0,50%,45 to 64,Some college,Canada,Fail,0.8286
2807,9,2,Women,0.433333333,certain,0,50%,65 or older,Some college,US,Fail,0.5935
2808,5,NA,Women,NA,certain,0,50%,45 to 64,HS or less,US,Fail,0.9478
2809,5,2,Women,NA,certain,0,30%,45 to 64,Some college,US,Pass,1.0554
2810,2,2,NA,NA,certain,0,50%,18 to 29,HS or less,US,Pass,0.9649
2811,4,4,Women,NA,certain,1,70%,65 or older,University,Canada,Pass,1.0982
2812,2.5,4,Women,0.633333333,certain,0,30%,18 to 29,Some college,US,Pass,0.8557
2813,5,NA,NA,0.866666667,certain,0,70%,30 to 44,HS or less,US,Fail,1.4619
2814,7,4,Women,NA,certain,1,100%,18 to 29,University,Canada,Pass,1.1476
2815,10,1,Men,0.266666667,certain,1,30%,30 to 44,University,Canada,Fail,0.9934
2816,4.5,3,Women,NA,certain,0,70%,18 to 29,HS or less,US,Pass,0.6732
2817,6,4,Men,NA,risky,0,100%,65 or older,HS or less,Canada,Fail,0.9196
2818,5,4,Women,0.166666667,certain,0,30%,45 to 64,Some college,Canada,Fail,0.726
2819,4,4,Men,0.333333333,certain,0,100%,18 to 29,HS or less,Canada,Pass,2.3484
2820,3,4,Women,0.233333333,certain,1,70%,45 to 64,Postgrad,Canada,Fail,0.9486
2821,5,NA,Women,NA,certain,0,100%,18 to 29,HS or less,US,Fail,0.9747
2822,6.5,2,Women,0.7,certain,0,50%,45 to 64,HS or less,US,Fail,0.7335
2823,6.5,1,Women,0.633333333,certain,0,30%,18 to 29,Some college,US,Fail,0.7579
2824,0,4,Men,0.166666667,risky,0,70%,45 to 64,Some college,Canada,Pass,0.8286
2825,2.5,2,Men,0.466666667,risky,0,70%,45 to 64,Some college,Canada,Pass,0.6474
2826,2,2,Men,NA,certain,0,100%,45 to 64,Some college,Canada,Fail,0.6474
2827,7,NA,Men,NA,certain,0,30%,45 to 64,HS or less,Canada,Fail,0.7752
2828,4,NA,Women,NA,certain,0,50%,45 to 64,Some college,Canada,Pass,0.3848
2829,7,1,Women,NA,certain,0,30%,18 to 29,HS or less,US,Pass,1.0795
2830,0,5,Men,0,risky,0,50%,18 to 29,Some college,US,Fail,0.6691
2831,10,1,Women,NA,certain,1,70%,65 or older,University,US,Pass,0.6351
2832,0,3,Women,NA,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.6869
2833,5,3,Men,0.7,certain,0,30%,30 to 44,Some college,Canada,Fail,0.7954
2834,6,2,Men,0.433333333,certain,1,100%,30 to 44,University,Canada,Pass,0.9934
2835,4,4,Women,NA,certain,1,70%,30 to 44,University,Canada,Pass,0.8179
2836,0,4,Men,0,risky,0,70%,18 to 29,HS or less,US,Fail,1.0073
2837,4.5,3,Men,0.666666667,certain,1,70%,18 to 29,University,US,Pass,3.2557
2838,8,2,Men,0.566666667,certain,1,50%,65 or older,University,US,Pass,0.6946
2839,1.5,2,Women,NA,certain,0,70%,65 or older,Some college,US,Fail,0.9478
2840,9,4,Men,0.566666667,certain,0,100%,30 to 44,HS or less,Canada,Pass,0.7442
2841,6.5,1,Men,0.633333333,certain,1,30%,30 to 44,University,Canada,Pass,0.7213
2842,5,NA,Women,NA,certain,0,100%,65 or older,Some college,US,Fail,0.8129
2843,10,1,Women,NA,certain,0,100%,65 or older,Some college,US,Fail,1.1515
2844,2.5,2,Women,0.333333333,certain,1,50%,18 to 29,University,Canada,Pass,0.6446
2845,8,3,Women,NA,certain,1,30%,65 or older,University,US,Pass,0.9633
2846,0,1,Men,0.666666667,certain,0,100%,45 to 64,HS or less,US,Fail,0.6773
2847,0,5,Women,NA,certain,0,30%,45 to 64,HS or less,Canada,Fail,0.6409
2848,1,3,Women,NA,certain,1,50%,65 or older,University,Canada,Pass,0.915
2849,5,3,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,1.0611
2850,5,3,Women,NA,certain,1,70%,65 or older,University,US,Pass,1.1231
2851,1.5,2,NA,NA,certain,0,70%,18 to 29,Some college,Canada,Fail,1.46
2852,10,1,Women,NA,certain,0,30%,65 or older,HS or less,US,Fail,0.7398
2853,5,2,Women,0.566666667,risky,0,30%,65 or older,Some college,US,Pass,0.6582
2854,4,3,Women,NA,certain,1,50%,45 to 64,University,US,Pass,2.5983
2855,3,4,Men,0.4,risky,0,100%,65 or older,HS or less,US,Pass,0.8787
2856,7,2,Men,NA,certain,0,50%,65 or older,HS or less,US,Fail,1.039
2857,5,4,Men,NA,certain,1,30%,65 or older,University,US,Pass,0.8268
2858,5,4,Women,NA,certain,0,70%,65 or older,Some college,US,Pass,0.7508
2859,10,2,Women,NA,certain,0,50%,65 or older,Some college,US,Pass,0.6582
2860,6,1,Women,NA,certain,0,30%,18 to 29,Some college,US,Pass,0.5744
2861,2,NA,Women,NA,certain,0,100%,65 or older,Some college,US,Fail,2.4818
2862,5,4,Men,NA,certain,1,100%,65 or older,University,US,Pass,0.8841
2863,5,4,Women,0.566666667,certain,0,50%,65 or older,Some college,US,Pass,0.4022
2864,8,4,Men,NA,certain,0,70%,65 or older,Some college,US,Pass,0.6335
2865,3.5,4,Men,0.6,risky,0,70%,65 or older,HS or less,US,Pass,0.9529
2866,5,NA,Women,NA,certain,0,30%,65 or older,Some college,US,Fail,0.6532
2867,5.5,4,Men,NA,certain,0,30%,65 or older,Some college,US,Pass,0.8643
2868,8,3,Women,0.8,certain,0,70%,65 or older,Some college,US,Pass,0.5943
2869,2.5,4,Women,NA,certain,0,100%,65 or older,HS or less,US,Pass,0.6588
2870,7,3,Men,0.466666667,certain,0,50%,30 to 44,Some college,US,Pass,1.3015
2871,2.5,3,Men,0.366666667,certain,0,50%,30 to 44,HS or less,US,Pass,1.2258
2872,5,3,Men,NA,risky,0,30%,18 to 29,Some college,US,Pass,3.5755
2873,8,3,Men,NA,certain,0,70%,65 or older,Some college,US,Fail,0.8643
2874,3,4,Men,NA,certain,1,50%,65 or older,University,US,Pass,0.6961
2875,7,3,Men,NA,certain,0,50%,65 or older,Some college,US,Pass,1.0022
2876,5,3,Men,NA,risky,0,50%,65 or older,Some college,US,Pass,0.7839
2877,0,3,Women,NA,certain,0,100%,65 or older,Some college,US,Fail,0.4695
2878,5,NA,Women,0.633333333,certain,0,100%,30 to 44,HS or less,US,Pass,1.0553
2879,8,3,Women,0.7,certain,0,100%,65 or older,Some college,US,Pass,0.9319
2880,8.5,2,Men,NA,certain,0,100%,65 or older,Some college,US,Fail,0.4959
2881,1.5,4,Men,0.433333333,certain,1,30%,30 to 44,University,US,Fail,1.8319
2882,5,3,Men,NA,risky,0,70%,45 to 64,HS or less,US,Pass,0.6773
2883,10,2,Women,NA,certain,0,50%,65 or older,HS or less,US,Pass,0.9199
2884,3,2,Women,NA,certain,0,30%,65 or older,Some college,US,Pass,0.5783
2885,4,3,Women,0.5,certain,1,30%,45 to 64,Postgrad,US,Pass,0.2766
2886,5,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Fail,0.8858
2887,6,4,Men,NA,risky,0,30%,65 or older,Some college,US,Pass,0.8643
2888,6,NA,Women,NA,certain,0,70%,65 or older,HS or less,US,Pass,0.5049
2889,5,NA,Women,1,certain,0,50%,45 to 64,HS or less,Canada,Fail,0.566
2890,10,1,Women,0.166666667,certain,1,50%,18 to 29,Postgrad,Canada,Pass,0.5583
2891,4,3,Men,0.133333333,certain,1,30%,45 to 64,Postgrad,US,Fail,1.6688
2892,3.5,4,Men,NA,certain,0,70%,65 or older,Some college,US,Pass,0.8643
2893,5,5,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Fail,0.955
2894,2,NA,Women,NA,risky,0,50%,18 to 29,HS or less,US,Fail,0.9747
2895,4,2,Women,0.533333333,certain,0,50%,45 to 64,Some college,Canada,Pass,0.4397
2896,5,2,Women,0.5,certain,0,30%,30 to 44,Some college,Canada,Pass,0.4647
2897,3,3,Men,0.7,certain,0,50%,45 to 64,HS or less,Canada,Pass,0.9616
2898,5,4,Women,0.933333333,certain,0,30%,45 to 64,HS or less,Canada,Fail,1.1016
2899,5.5,3,NA,0.466666667,certain,1,50%,30 to 44,University,Canada,Fail,0.9595
2900,10,1,Men,0.466666667,risky,0,70%,30 to 44,Some college,US,Pass,1.1545
2901,4,2,Women,NA,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.6288
2902,5,4,Women,NA,certain,0,100%,30 to 44,HS or less,Canada,Pass,1.3644
2903,5,3,Women,NA,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.566
2904,7,3,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,1.2791
2905,3.5,NA,Women,0.6,certain,0,100%,30 to 44,Some college,Canada,Pass,0.4199
2906,5,3,Women,0.5,certain,1,70%,45 to 64,University,Canada,Pass,0.7867
2907,4,4,Men,NA,certain,1,70%,65 or older,University,US,Fail,0.6272
2908,9,1,Women,NA,certain,0,30%,65 or older,Some college,US,Pass,3.3084
2909,8,1,Men,NA,certain,1,70%,45 to 64,University,US,Pass,1.103
2910,10,2,Men,0.933333333,certain,0,50%,65 or older,Some college,US,Fail,0.9373
2911,5,4,Women,NA,certain,0,70%,65 or older,Some college,US,Pass,0.4865
2912,8,2,Women,NA,certain,0,70%,65 or older,Some college,US,Fail,0.5222
2913,5,5,Men,0.566666667,certain,0,100%,30 to 44,HS or less,US,Fail,1.9526
2914,1,2,Men,0.566666667,risky,0,30%,18 to 29,HS or less,Canada,Pass,2.8257
2915,0,1,Women,NA,certain,0,100%,45 to 64,HS or less,Canada,Pass,0.8827
2916,3,3,Women,0.733333333,certain,0,30%,45 to 64,Some college,Canada,Pass,0.4397
2917,6,4,Women,NA,certain,0,100%,45 to 64,HS or less,Canada,Pass,1.0076
2918,5,NA,Men,NA,certain,1,30%,65 or older,University,Canada,Fail,1.3387
2919,4.5,4,Men,0.7,certain,0,30%,65 or older,Some college,US,Fail,0.7386
2920,2.5,NA,Men,NA,certain,0,100%,45 to 64,HS or less,Canada,Fail,1.0782
2921,4,2,Men,NA,certain,1,50%,65 or older,Postgrad,Canada,Pass,0.6818
2922,4,4,Men,0.533333333,risky,0,70%,30 to 44,Some college,Canada,Pass,0.8918
2923,7.5,4,Women,0.3,certain,1,70%,30 to 44,Postgrad,US,Fail,1.2959
2924,4,4,Men,0.366666667,risky,0,30%,30 to 44,HS or less,Canada,Pass,1.035
2925,1,4,Men,NA,certain,1,50%,65 or older,University,Canada,Fail,0.9325
2926,7,1,Men,NA,risky,0,30%,65 or older,Some college,Canada,Pass,0.6849
2927,10,3,Men,0.333333333,certain,1,70%,65 or older,Postgrad,Canada,Fail,0.6818
2928,6,4,Women,1,risky,0,50%,45 to 64,HS or less,Canada,Pass,1.7051
2929,5,NA,Women,NA,certain,0,100%,30 to 44,HS or less,Canada,Fail,1.1631
2930,3.5,NA,Men,NA,certain,1,100%,65 or older,University,Canada,Pass,1.6439
2931,5,3,Women,0.633333333,risky,0,50%,18 to 29,Some college,Canada,Pass,0.6623
2932,5,4,Men,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,1.4601
2933,5.5,2,Women,NA,certain,0,50%,18 to 29,HS or less,Canada,Fail,1.6068
2934,4,3,Women,NA,certain,0,70%,18 to 29,HS or less,Canada,Fail,3.9447
2935,0,4,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,0.7381
2936,5,4,Women,0.6,certain,1,100%,30 to 44,University,US,Pass,0.9681
2937,6.5,NA,Women,NA,certain,0,30%,30 to 44,HS or less,US,Fail,0.8695
2938,4,5,Women,0.633333333,certain,0,100%,18 to 29,HS or less,US,Fail,0.951
2939,1,4,Men,0.466666667,risky,1,70%,18 to 29,University,Canada,Pass,3.6626
2940,10,4,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,1.4733
2941,2.5,2,Women,0.5,certain,0,100%,30 to 44,HS or less,Canada,Pass,1.1631
2942,5,3,Men,NA,risky,0,70%,45 to 64,HS or less,US,Fail,0.9571
2943,8.5,3,Women,0.5,certain,0,70%,30 to 44,Some college,Canada,Fail,0.4647
2944,4,4,Men,0.3,risky,0,100%,30 to 44,Some college,Canada,Pass,0.862
2945,4.5,4,Women,0.4,certain,1,70%,18 to 29,University,Canada,Pass,1.2609
2946,4,4,Women,0.3,certain,0,100%,45 to 64,Some college,Canada,Pass,0.6783
2947,3,3,Men,0.933333333,risky,0,100%,18 to 29,HS or less,US,Fail,0.9649
2948,6,2,Women,0.166666667,risky,1,30%,30 to 44,University,Canada,Pass,1.3215
2949,5,3,Women,0.666666667,risky,0,100%,18 to 29,HS or less,US,Fail,0.9747
2950,2,4,Men,0.433333333,risky,0,70%,18 to 29,HS or less,US,Fail,0.8156
2951,1.5,4,Men,0.5,certain,1,100%,30 to 44,University,US,Fail,1.5731
2952,8,2,Women,0.6,certain,0,100%,45 to 64,Some college,Canada,Pass,0.381
2953,3,3,Women,0.5,certain,0,30%,45 to 64,Some college,Canada,Pass,0.7957
2954,6,1,Women,NA,certain,0,100%,18 to 29,HS or less,Canada,Pass,0.9257
2955,0,2,Women,0.266666667,certain,1,100%,45 to 64,Postgrad,US,Fail,3.11
2956,8,4,Women,NA,certain,1,50%,45 to 64,University,Canada,Fail,0.9759
2957,6.5,2,Women,NA,certain,1,70%,45 to 64,Postgrad,Canada,Pass,1.6888
2958,3,4,Men,0.3,certain,0,70%,30 to 44,HS or less,US,Pass,1.2103
2959,4.5,4,Men,NA,certain,0,100%,65 or older,Some college,Canada,Pass,0.9009
2960,5,4,Women,0.333333333,certain,0,30%,18 to 29,HS or less,US,Pass,0.7811
2961,7,NA,Women,NA,certain,0,30%,65 or older,Some college,Canada,Pass,0.4475
2962,7,NA,Women,NA,certain,0,30%,45 to 64,HS or less,US,Fail,0.6407
2963,1,4,Men,0.466666667,risky,1,30%,45 to 64,Postgrad,Canada,Pass,0.5747
2964,1.5,3,Men,0.433333333,risky,0,70%,30 to 44,HS or less,US,Pass,0.2758
2965,2.5,4,Men,0.566666667,certain,1,70%,18 to 29,Postgrad,Canada,Fail,1.9012
2966,3.5,3,Women,NA,certain,1,30%,45 to 64,University,Canada,Pass,0.7867
2967,2.5,4,Women,0.166666667,certain,1,100%,18 to 29,University,US,Fail,0.6892
